College Name,Location,Branch 1,Fees 1,Branch 2,Fees 2,Link
JIS College of Engineering - [JISCE],"Kolkata, West Bengal",B.Tech Computer Science Engineering,"₹ 6,51,900",B.Tech Biomedical Engineering,"₹ 4,19,900",https://collegedunia.com/college/45696-jis-college-of-engineering-jisce-kolkata/courses-fees?course_id=2049
Asansol Engineering College - [AEC],"Asansol, West Bengal",B.Tech Computer Science Engineering,"₹ 1,74,350",B.Tech Artificial Intelligence a...,"₹ 1,74,350",https://collegedunia.com/college/12891-asansol-engineering-college-aec-asansol/courses-fees?course_id=2049
Government Engineering College,"Ramgarh, Jharkhand",B.Tech Electronics & Communicati...,N/A,B.Tech Civil Engineering,N/A,https://collegedunia.com/college/56819-government-engineering-college-ramgarh/courses-fees?course_id=2055
Maharana Pratap Engineering College - [MPEC],"Kanpur, Uttar Pradesh",B.Tech Computer Science,"₹ 2,44,800",B.Tech Computer Science Engineering,"₹ 2,44,800",https://collegedunia.com/college/14201-maharana-pratap-engineering-college-mpec-kanpur/courses-fees?course_id=2050
Techno International New Town - [TINT],"Kolkata, West Bengal",B.Tech Electronics & Communicati...,"₹ 6,97,500",B.Tech Computer Science Engineering,"₹ 7,65,000",https://collegedunia.com/college/15440-techno-international-new-town-tint-kolkata/courses-fees?course_id=2055
Meerut Institute of Engineering and Technology - [MIET],"Meerut, Uttar Pradesh",B.Tech Data Science,"₹ 1,23,013",B.Tech Electrical Engineering,"₹ 1,23,013",https://collegedunia.com/college/14316-meerut-institute-of-engineering-and-technology-miet-meerut/courses-fees?course_id=15263
Future Institute of Engineering and Management - [FIEM],"Kolkata, West Bengal",B.Tech Data Science,"₹ 1,45,700",B.Tech Electronics & Communicati...,"₹ 1,45,700",https://collegedunia.com/college/13475-future-institute-of-engineering-and-management-fiem-kolkata/courses-fees?course_id=15263
Dronacharya Group of Institutions - [DGI],"Greater Noida, Uttar Pradesh",B.Tech Electronics & Communicati...,"₹ 61,200",B.Tech Computer Science Engineering,"₹ 61,200",https://collegedunia.com/college/13413-dronacharya-group-of-institutions-dgi-greater-noida/courses-fees?course_id=2055
Bengal College of Engineering and Technology - [BCET],"Durgapur, West Bengal",B.Tech Electronics & Communicati...,"₹ 87,000",B.Tech Mechanical Engineering,"₹ 87,000",https://collegedunia.com/college/13015-bengal-college-of-engineering-and-technology-bcet-durgapur/courses-fees?course_id=2055
Babu Banarasi Das Institute of Technology - [BBDIT],"Ghaziabad, Uttar Pradesh",B.Tech Data Science,"₹ 80,000",B.Tech Computer Science Engineering,,https://collegedunia.com/college/12967-babu-banarasi-das-institute-of-technology-bbdit-ghaziabad/courses-fees?course_id=15263
Siliguri Institute of Technology - [SIT],"Darjeeling, West Bengal",B.Tech Electronics and Computer ...,"₹ 1,44,800",B.Tech Electronics & Communicati...,"₹ 1,44,800",https://collegedunia.com/college/15136-siliguri-institute-of-technology-sit-darjeeling/courses-fees?course_id=8398
Shri Ram Murti Smarak College of Engineering and Technology - [SRMSCET],"Bareilly, Uttar Pradesh",B.Tech Computer Science Engineering,"₹ 1,58,182",B.Tech Electronics & Communicati...,"₹ 1,60,182",https://collegedunia.com/college/15093-shri-ram-murti-smarak-college-of-engineering-and-technology-srmscet-bareilly/courses-fees?course_id=2049
Seacom Engineering College,"Howrah, West Bengal",B.Tech Mechanical Engineering,"₹ 1,10,000",B.Tech Artificial Intelligence a...,"₹ 1,10,000",https://collegedunia.com/college/14984-seacom-engineering-college-howrah/courses-fees?course_id=2094
Bansal Institute of Engineering and Technology - [BIET],"Lucknow, Uttar Pradesh",B.Tech Artificial Intelligence a...,"₹ 94,904",B.Tech Computer Science Engineering,"₹ 94,904",https://collegedunia.com/college/12994-bansal-institute-of-engineering-and-technology-biet-lucknow/courses-fees?course_id=15865
R.R. Group of Institutions - [RRGI],"Lucknow, Uttar Pradesh",B.Tech Computer Science Engineering,"₹ 1,04,700",B.Tech Artificial Intelligence a...,"₹ 1,04,700",https://collegedunia.com/college/14667-rr-group-of-institutions-rrgi-lucknow/courses-fees?course_id=2049
Goel Institute of Technology & Management - [GITM],"Lucknow, Uttar Pradesh",B.Tech Information Technology,"₹ 78,589",B.Tech Computer Science Engineering,"₹ 78,589",https://collegedunia.com/college/57297-goel-institute-of-technology-and-management-gitm-lucknow/courses-fees?course_id=5122
"University School of Chemical Technology, Guru Gobind Singh Indraprastha University - [USCT]","New Delhi, Delhi NCR",B.Tech + M.Tech Chemical Engine...,"₹ 40,000",B.Tech Chemical Engineering,,https://collegedunia.com/college/28873-university-school-of-chemical-technology-guru-gobind-singh-indraprastha-university-usct-new-delhi/courses-fees?course_id=2144
Supreme Knowledge Foundation Group of Institutions - [SKFGI],"Hooghly, West Bengal",B.Tech Computer Science Engineering,"₹ 4,70,000",B.Tech Electrical Engineering,"₹ 4,70,000",https://collegedunia.com/college/58030-supreme-knowledge-foundation-group-of-institutions-skfgi-hooghly/courses-fees?course_id=2049
Budge Budge Institute of Technology - [BBIT],"Kolkata, West Bengal",B.Tech Civil Engineering,"₹ 1,56,350",B.Tech Information Technology,"₹ 1,56,350",https://collegedunia.com/college/13117-budge-budge-institute-of-technology-bbit-kolkata/courses-fees?course_id=1938
Dr. Sudhir Chandra Sur Institute of Technology & Sports Complex - [SURTECH],"Kolkata, West Bengal",B.Tech Artificial Intelligence a...,"₹ 5,46,800",B.Tech Data Science,"₹ 1,53,800",https://collegedunia.com/college/13406-dr-sudhir-chandra-sur-institute-of-technology-and-sports-complex-surtech-kolkata/courses-fees?course_id=15865
SR Institute Of Management and Technology - [SRIMT],"Lucknow, Uttar Pradesh",B.Tech Artificial Intelligence a...,"₹ 2,44,800",B.Tech Electrical and Electronic...,"₹ 2,44,800",https://collegedunia.com/college/28718-sr-institute-of-management-and-technology-srimt-lucknow/courses-fees?course_id=15865
"College of Engineering And Management, Kolaghat","Medinipur, West Bengal",B.Tech Electronics & Communicati...,"₹ 1,39,600",B.Tech Electrical Engineering,"₹ 1,39,600",https://collegedunia.com/college/13257-college-of-engineering-and-management-kolaghat-medinipur/courses-fees?course_id=2055
Ashoka Institute of Technology and Management - [AITM],"Varanasi, Uttar Pradesh",B.Tech Computer Science Engineering,"₹ 90,000",B.Tech Computer Science and Engi...,,https://collegedunia.com/college/12892-ashoka-institute-of-technology-and-management-aitm-varanasi/courses-fees?course_id=2049
IEC Group of Institutions,"Greater Noida, Uttar Pradesh",B.Tech Information Technology,"₹ 1,28,926",B.Tech Electronics & Communicati...,"₹ 88,926",https://collegedunia.com/college/27782-iec-group-of-institutions-greater-noida/courses-fees?course_id=5122
United College of Engineering & Research - [UCER],"Allahabad, Uttar Pradesh",B.Tech Computer Science Engineering,"₹ 1,44,525",B.Tech Electrical Engineering,"₹ 1,30,525",https://collegedunia.com/college/28862-united-college-of-engineering-and-research-ucer-allahabad/courses-fees?course_id=2049
Ambalika Institute of Management and Technology (AIMT),"Lucknow, Uttar Pradesh",B.Tech Artificial Intelligence a...,"₹ 40,000",B.Tech Computer Science Engineering,"₹ 1,30,209",https://collegedunia.com/college/17144-ambalika-institute-of-management-and-technology-aimt-lucknow/courses-fees?course_id=15865
ITS Engineering College,"Greater Noida, Uttar Pradesh",B.Tech Electronics & Communicati...,"₹ 1,19,000",B.Tech Data Science,"₹ 1,39,000",https://collegedunia.com/college/13761-its-engineering-college-greater-noida/courses-fees?course_id=2055
Allenhouse Institute of Technology,"Kanpur, Uttar Pradesh",B.Tech Computer Science Engineering,"₹ 98,000",B.Tech Mechanical Engineering,"₹ 65,000",https://collegedunia.com/college/12784-allenhouse-institute-of-technology-kanpur/courses-fees?course_id=2049
HI-Tech Institute of Engineering and Technology - [HIET],"Ghaziabad, Uttar Pradesh",B.Tech Computer Science Engineering,"₹ 1,08,000",B.Tech Mechanical Engineering,"₹ 76,000",https://collegedunia.com/college/13712-hitech-institute-of-engineering-and-technology-hiet-ghaziabad/courses-fees?course_id=2049
University of Hyderabad - [UOH],"Hyderabad, Telangana",B.Tech + M.Tech Computer Scienc...,"₹ 69,890",B.Tech Materials Engineering,,https://collegedunia.com/university/25383-university-of-hyderabad-uoh-hyderabad/courses-fees?course_id=2146
Meerut Institute of Technology - [MIT],"Meerut, Uttar Pradesh",B.Tech Computer Science Engineering,"₹ 1,07,095",B.Tech Electronics & Communicati...,"₹ 83,500",https://collegedunia.com/college/57434-meerut-institute-of-technology-mit-meerut/courses-fees?course_id=2049
Rajkiya Engineering College - [RECK],"Kannauj, Uttar Pradesh",B.Tech Computer Science Engineering,"₹ 60,000",B.Tech Electronics Engineering,"₹ 60,000",https://collegedunia.com/college/59600-rajkiya-engineering-college-reck-kannauj/courses-fees?course_id=2049
KIPM College of Engineering and Technology - [KIPM],"Gorakhpur, Uttar Pradesh",B.Tech Artificial Intelligence a...,"₹ 64,712",B.Tech Electronics & Communicati...,"₹ 64,712",https://collegedunia.com/college/14014-kipm-college-of-engineering-and-technology-kipm-gorakhpur/courses-fees?course_id=15865
SHEAT Group of Institutions,"Varanasi, Uttar Pradesh",B.Tech Mechanical Engineering,"₹ 85,000",B.Tech Electronics & Communicati...,"₹ 85,000",https://collegedunia.com/college/15024-sheat-group-of-institutions-varanasi/courses-fees?course_id=2094
Rameshwaram Institute of Technology and Management - [RITM],"Lucknow, Uttar Pradesh",B.Tech Computer Science Engineering,"₹ 80,250",B.Tech Mechanical Engineering,"₹ 80,250",https://collegedunia.com/college/9846-rameshwaram-institute-of-technology-and-management-ritm-lucknow/courses-fees?course_id=2049
Kamla Nehru Institute of Physical and Social Sciences - [KNIPSS],"Sultanpur, Uttar Pradesh",B.Tech Computer Science Engineering,"₹ 2,44,800",B.Tech Civil Engineering,"₹ 2,44,800",https://collegedunia.com/college/18260-kamla-nehru-institute-of-physical-and-social-sciences-knipss-sultanpur/courses-fees?course_id=2049
Buddha Institute of Technology- [BIT],"Gorakhpur, Uttar Pradesh",B.Tech Electronics & Communicati...,"₹ 61,200",B.Tech Computer Science Engineering,"₹ 61,200",https://collegedunia.com/college/13116-buddha-institute-of-technology-bit-gorakhpur/courses-fees?course_id=2055
Kanpur Institute of Technology - [KIT],"Kanpur, Uttar Pradesh",B.Tech Mechanical Engineering,"₹ 65,000",B.Tech Electrical and Electronic...,"₹ 65,000",https://collegedunia.com/college/13978-kanpur-institute-of-technology-kit-kanpur/courses-fees?course_id=2094
KCC Institute of Technology and Management - [KCCITM],"Greater Noida, Uttar Pradesh",B.Tech Internet of Things,"₹ 1,14,600",B.Tech Data Science,"₹ 1,14,600",https://collegedunia.com/college/13996-kcc-institute-of-technology-and-management-kccitm-greater-noida/courses-fees?course_id=11898
Rajkiya Engineering College -[RECM],"Mainpuri, Uttar Pradesh",B.Tech Computer Science Engineering,"₹ 68,700",B.Tech Electrical Engineering,"₹ 68,700",https://collegedunia.com/college/59538-rajkiya-engineering-college-recm-mainpuri/courses-fees?course_id=2049
Institute of Technology and Management - [ITM],"Gorakhpur, Uttar Pradesh",B.Tech Mechanical Engineering,"₹ 65,860",B.Tech Computer Science Engineering,"₹ 65,860",https://collegedunia.com/college/57485-institute-of-technology-and-management-itm-gorakhpur/courses-fees?course_id=2094
"Rajkiya Engineering College, Bijnor","Bijnor, Uttar Pradesh",B.Tech Information Technology,"₹ 59,680",B.Tech Electrical Engineering,"₹ 59,680",https://collegedunia.com/college/62401-rajkiya-engineering-college-bijnor-bijnor/courses-fees?course_id=5122
Shambhunath Institute of Engineering and Technology - [SIET],"Allahabad, Uttar Pradesh",B.Tech Electronics & Communicati...,"₹ 55,000",B.Tech Computer Science Engineering,"₹ 55,000",https://collegedunia.com/college/15011-shambhunath-institute-of-engineering-and-technology-siet-allahabad/courses-fees?course_id=2055
Bharat Institute of Technology - [BIT],"Meerut, Uttar Pradesh",B.Tech Computer Science and Engi...,"₹ 95,000",B.Tech Computer Science Engineering,,https://collegedunia.com/college/13047-bharat-institute-of-technology-bit-meerut/courses-fees?course_id=26456
Accurate Institute of Management and Technology - [AIMT],"Greater Noida, Uttar Pradesh",B.Tech Computer Science Engineering,"₹ 1,45,000",,,https://collegedunia.com/college/12713-accurate-institute-of-management-and-technology-aimt-greater-noida/courses-fees?course_id=2049
Rajkiya Engineering College - [REC],"Azamgarh, Uttar Pradesh",B.Tech Information Technology,"₹ 63,100",B.Tech Mechanical Engineering,"₹ 63,100",https://collegedunia.com/college/28228-rajkiya-engineering-college-rec-azamgarh/courses-fees?course_id=5122
Techno India University,"Kolkata, West Bengal",B.Tech Computer Science Engineering,"₹ 1,58,000",B.Tech Artificial Intelligence a...,"₹ 1,58,000",https://collegedunia.com/university/15439-techno-india-university-kolkata/courses-fees?course_id=2049
Institute of Technology & Management - [ITM],"Lucknow, Uttar Pradesh",B.Tech Computer Science Engineering,"₹ 67,400",B.Tech Information Technology,"₹ 67,400",https://collegedunia.com/college/58561-institute-of-technology-and-management-itm-lucknow/courses-fees?course_id=2049
Azad Institute of Engineering and Technology - [AIET],"Lucknow, Uttar Pradesh",B.Tech Mechanical Engineering,"₹ 50,000",B.Tech Computer Science Engineering,"₹ 50,000",https://collegedunia.com/college/12926-azad-institute-of-engineering-and-technology-aiet-lucknow/courses-fees?course_id=2094
Uttar Pradesh Textile Technology Institute - [UPTTI],"Kanpur, Uttar Pradesh",B.Tech Textile Engineering,"₹ 89,500",B.Tech Textile Technology,"₹ 89,500",https://collegedunia.com/college/24561-uttar-pradesh-textile-technology-institute-uptti-kanpur/courses-fees?course_id=2135
Maharaja Agrasen College of Engineering & Technology - [MACET],"Jyotiba Phule Nagar, Uttar Pradesh",B.Tech Computer Science Engineering,"₹ 2,44,800",B.Tech Electrical and Electronic...,"₹ 2,44,800",https://collegedunia.com/college/58549-maharaja-agrasen-college-of-engineering-and-technology-macet-jyotiba-phule-nagar/courses-fees?course_id=2049
Institute of Engineering and Technology - [IET],"Sitapur, Uttar Pradesh",B.Tech Computer Science Engineering,"₹ 57,500",B.Tech Electronics & Communicati...,"₹ 57,500",https://collegedunia.com/college/58939-institute-of-engineering-and-technology-iet-sitapur/courses-fees?course_id=2049
Indian Institute of Carpet Technology - [IICT],"Bhadohi, Uttar Pradesh",B.Tech Carpet & Textile Technology,"₹ 86,000",,,https://collegedunia.com/college/16600-indian-institute-of-carpet-technology-iict-bhadohi/courses-fees?course_id=2040
"Faculty of Engineering & Technology College, Agra College","Agra, Uttar Pradesh",B.Tech Computer Science Engineering,"₹ 2,44,800",B.Tech Civil Engineering,"₹ 2,44,800",https://collegedunia.com/college/60682-faculty-of-engineering-and-technology-college-agra-college-agra/courses-fees?course_id=2049
Hooghly Engineering and Technology College - [HETC],"Hooghly, West Bengal",B.Tech Electronics & Communicati...,"₹ 1,25,600",B.Tech Electrical Engineering,"₹ 1,25,600",https://collegedunia.com/college/13737-hooghly-engineering-and-technology-college-hetc-hooghly/courses-fees?course_id=2055
Babu Banarasi Das Institute of Technology & Management - [BBDITM],"Lucknow, Uttar Pradesh",B.Tech Computer Science Engineering,"₹ 1,37,143",B.Tech Artificial Intelligence a...,"₹ 1,37,143",https://collegedunia.com/college/28421-babu-banarasi-das-institute-of-technology-and-management-bbditm-lucknow/courses-fees?course_id=2049
